resume_text,role
"Machine Learning Engineer with 7+ years of experience skilled in Python, Scikit-learn, NLP.",Machine Learning Engineer
"Data Scientist with 1+ years of experience skilled in Python, Machine Learning, SQL.",Data Scientist
"Web Developer with 5+ years of experience skilled in Node.js, JavaScript, CSS.",Web Developer
"Software Engineer with 7+ years of experience skilled in Docker, REST APIs, Microservices.",Software Engineer
"Web Developer with 5+ years of experience skilled in JavaScript, CSS, Node.js.",Web Developer
"Machine Learning Engineer with 4+ years of experience skilled in Deep Learning, Python, Scikit-learn.",Machine Learning Engineer
"Business Analyst with 4+ years of experience skilled in Excel, SQL, Power BI.",Business Analyst
"Business Analyst with 8+ years of experience skilled in SQL, Requirement Analysis, Power BI.",Business Analyst
"Data Scientist with 9+ years of experience skilled in Python, SQL, TensorFlow.",Data Scientist
"Software Engineer with 1+ years of experience skilled in REST APIs, Spring Boot, Docker.",Software Engineer
"Software Engineer with 5+ years of experience skilled in Spring Boot, Java, REST APIs.",Software Engineer
"Business Analyst with 5+ years of experience skilled in Requirement Analysis, SQL, Power BI.",Business Analyst
"Software Engineer with 0+ years of experience skilled in REST APIs, Java, Spring Boot.",Software Engineer
"Machine Learning Engineer with 6+ years of experience skilled in Python, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Web Developer with 2+ years of experience skilled in React, CSS, HTML.",Web Developer
"Web Developer with 5+ years of experience skilled in Node.js, React, HTML.",Web Developer
"Data Scientist with 0+ years of experience skilled in Pandas, Python, Machine Learning.",Data Scientist
"Business Analyst with 1+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Product Manager with 3+ years of experience skilled in Market Research, Agile, Roadmapping.",Product Manager
"Data Scientist with 7+ years of experience skilled in Pandas, TensorFlow, Machine Learning.",Data Scientist
"Software Engineer with 3+ years of experience skilled in Java, Docker, Spring Boot.",Software Engineer
"Data Scientist with 3+ years of experience skilled in Machine Learning, Python, TensorFlow.",Data Scientist
"Data Analyst with 2+ years of experience skilled in SQL, Data Visualization, Excel.",Data Analyst
"Software Engineer with 7+ years of experience skilled in Spring Boot, Docker, Microservices.",Software Engineer
"Business Analyst with 7+ years of experience skilled in Requirement Analysis, Power BI, Excel.",Business Analyst
"Data Analyst with 10+ years of experience skilled in SQL, Excel, Data Visualization.",Data Analyst
"Data Scientist with 4+ years of experience skilled in Machine Learning, Pandas, TensorFlow.",Data Scientist
"Software Engineer with 0+ years of experience skilled in Spring Boot, REST APIs, Java.",Software Engineer
"Software Engineer with 2+ years of experience skilled in Docker, Java, REST APIs.",Software Engineer
"Machine Learning Engineer with 7+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"Data Analyst with 5+ years of experience skilled in SQL, Excel, Tableau.",Data Analyst
"DevOps Engineer with 6+ years of experience skilled in Kubernetes, CI/CD, Docker.",DevOps Engineer
"Data Analyst with 2+ years of experience skilled in SQL, Tableau, Data Visualization.",Data Analyst
"Web Developer with 9+ years of experience skilled in JavaScript, Node.js, CSS.",Web Developer
"Data Scientist with 7+ years of experience skilled in TensorFlow, Machine Learning, Python.",Data Scientist
"Product Manager with 10+ years of experience skilled in Market Research, Agile, Roadmapping.",Product Manager
"Product Manager with 6+ years of experience skilled in Agile, Roadmapping, Market Research.",Product Manager
"Product Manager with 7+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"DevOps Engineer with 9+ years of experience skilled in Docker, Linux, CI/CD.",DevOps Engineer
"Software Engineer with 6+ years of experience skilled in Java, REST APIs, Docker.",Software Engineer
"Data Scientist with 0+ years of experience skilled in SQL, TensorFlow, Python.",Data Scientist
"Machine Learning Engineer with 1+ years of experience skilled in Deep Learning, Scikit-learn, Python.",Machine Learning Engineer
"Web Developer with 10+ years of experience skilled in JavaScript, Node.js, HTML.",Web Developer
"Data Analyst with 0+ years of experience skilled in Excel, Tableau, SQL.",Data Analyst
"Machine Learning Engineer with 8+ years of experience skilled in NLP, Python, Deep Learning.",Machine Learning Engineer
"Data Scientist with 7+ years of experience skilled in Python, SQL, Pandas.",Data Scientist
"DevOps Engineer with 3+ years of experience skilled in AWS, Docker, Kubernetes.",DevOps Engineer
"DevOps Engineer with 7+ years of experience skilled in Linux, Docker, CI/CD.",DevOps Engineer
"Data Scientist with 6+ years of experience skilled in Pandas, Python, SQL.",Data Scientist
"DevOps Engineer with 9+ years of experience skilled in AWS, Docker, Linux.",DevOps Engineer
"Data Scientist with 9+ years of experience skilled in Machine Learning, Python, SQL.",Data Scientist
"Product Manager with 4+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"DevOps Engineer with 10+ years of experience skilled in Linux, AWS, Kubernetes.",DevOps Engineer
"Data Scientist with 10+ years of experience skilled in Machine Learning, SQL, TensorFlow.",Data Scientist
"DevOps Engineer with 9+ years of experience skilled in Docker, AWS, Linux.",DevOps Engineer
"Data Analyst with 10+ years of experience skilled in Tableau, Data Visualization, Excel.",Data Analyst
"Data Scientist with 8+ years of experience skilled in Python, SQL, TensorFlow.",Data Scientist
"Web Developer with 3+ years of experience skilled in React, CSS, Node.js.",Web Developer
"Data Analyst with 10+ years of experience skilled in Excel, Data Visualization, Tableau.",Data Analyst
"Machine Learning Engineer with 0+ years of experience skilled in Python, NLP, Scikit-learn.",Machine Learning Engineer
"Data Scientist with 7+ years of experience skilled in Python, Pandas, SQL.",Data Scientist
"Business Analyst with 10+ years of experience skilled in Excel, Power BI, Requirement Analysis.",Business Analyst
"Data Scientist with 1+ years of experience skilled in Python, TensorFlow, SQL.",Data Scientist
"Data Analyst with 0+ years of experience skilled in Excel, Data Visualization, SQL.",Data Analyst
"Data Scientist with 3+ years of experience skilled in Pandas, SQL, TensorFlow.",Data Scientist
"Data Scientist with 2+ years of experience skilled in Python, SQL, Machine Learning.",Data Scientist
"Software Engineer with 10+ years of experience skilled in Java, Microservices, REST APIs.",Software Engineer
"Data Scientist with 2+ years of experience skilled in Machine Learning, Python, TensorFlow.",Data Scientist
"Data Scientist with 10+ years of experience skilled in TensorFlow, SQL, Machine Learning.",Data Scientist
"Web Developer with 4+ years of experience skilled in HTML, React, CSS.",Web Developer
"Data Scientist with 4+ years of experience skilled in Pandas, SQL, Machine Learning.",Data Scientist
"Data Analyst with 3+ years of experience skilled in SQL, Tableau, Excel.",Data Analyst
"Data Analyst with 9+ years of experience skilled in Tableau, Excel, Data Visualization.",Data Analyst
"Business Analyst with 7+ years of experience skilled in Power BI, Excel, SQL.",Business Analyst
"Product Manager with 8+ years of experience skilled in Roadmapping, Scrum, Agile.",Product Manager
"Business Analyst with 8+ years of experience skilled in Excel, Power BI, SQL.",Business Analyst
"Data Analyst with 3+ years of experience skilled in SQL, Data Visualization, Excel.",Data Analyst
"Machine Learning Engineer with 4+ years of experience skilled in Python, NLP, Deep Learning.",Machine Learning Engineer
"Web Developer with 4+ years of experience skilled in HTML, Node.js, CSS.",Web Developer
"Web Developer with 8+ years of experience skilled in Node.js, React, CSS.",Web Developer
"Software Engineer with 6+ years of experience skilled in Java, Microservices, Docker.",Software Engineer
"Business Analyst with 7+ years of experience skilled in Power BI, Excel, SQL.",Business Analyst
"Software Engineer with 6+ years of experience skilled in Java, Docker, Microservices.",Software Engineer
"Machine Learning Engineer with 9+ years of experience skilled in Python, NLP, Deep Learning.",Machine Learning Engineer
"Data Scientist with 7+ years of experience skilled in TensorFlow, SQL, Machine Learning.",Data Scientist
"Business Analyst with 10+ years of experience skilled in Requirement Analysis, Power BI, SQL.",Business Analyst
"Software Engineer with 7+ years of experience skilled in Docker, REST APIs, Java.",Software Engineer
"Product Manager with 4+ years of experience skilled in Scrum, Market Research, Roadmapping.",Product Manager
"DevOps Engineer with 3+ years of experience skilled in Docker, Linux, CI/CD.",DevOps Engineer
"Web Developer with 6+ years of experience skilled in CSS, React, Node.js.",Web Developer
"Business Analyst with 7+ years of experience skilled in SQL, Excel, Requirement Analysis.",Business Analyst
"Data Analyst with 3+ years of experience skilled in SQL, Tableau, Excel.",Data Analyst
"Data Analyst with 2+ years of experience skilled in SQL, Data Visualization, Tableau.",Data Analyst
"Data Scientist with 0+ years of experience skilled in Python, Pandas, SQL.",Data Scientist
"Data Analyst with 10+ years of experience skilled in Data Visualization, Tableau, SQL.",Data Analyst
"Data Analyst with 2+ years of experience skilled in Excel, Data Visualization, Tableau.",Data Analyst
"Software Engineer with 1+ years of experience skilled in Microservices, Java, Spring Boot.",Software Engineer
"Machine Learning Engineer with 8+ years of experience skilled in Scikit-learn, NLP, Python.",Machine Learning Engineer
"Machine Learning Engineer with 6+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Software Engineer with 4+ years of experience skilled in Java, Spring Boot, Microservices.",Software Engineer
"Data Scientist with 2+ years of experience skilled in Machine Learning, Pandas, SQL.",Data Scientist
"Business Analyst with 2+ years of experience skilled in SQL, Excel, Requirement Analysis.",Business Analyst
"Business Analyst with 2+ years of experience skilled in Power BI, Excel, SQL.",Business Analyst
"Software Engineer with 5+ years of experience skilled in Docker, Spring Boot, Microservices.",Software Engineer
"Business Analyst with 10+ years of experience skilled in Excel, Power BI, SQL.",Business Analyst
"Software Engineer with 6+ years of experience skilled in REST APIs, Spring Boot, Java.",Software Engineer
"DevOps Engineer with 5+ years of experience skilled in Linux, CI/CD, Docker.",DevOps Engineer
"Product Manager with 0+ years of experience skilled in Roadmapping, Scrum, Agile.",Product Manager
"Software Engineer with 2+ years of experience skilled in Java, Docker, Microservices.",Software Engineer
"Business Analyst with 4+ years of experience skilled in Requirement Analysis, Power BI, Excel.",Business Analyst
"Software Engineer with 10+ years of experience skilled in Spring Boot, REST APIs, Java.",Software Engineer
"Product Manager with 0+ years of experience skilled in Agile, Roadmapping, Scrum.",Product Manager
"DevOps Engineer with 2+ years of experience skilled in Docker, AWS, Linux.",DevOps Engineer
"DevOps Engineer with 4+ years of experience skilled in Docker, AWS, Kubernetes.",DevOps Engineer
"DevOps Engineer with 2+ years of experience skilled in AWS, Kubernetes, Linux.",DevOps Engineer
"Software Engineer with 9+ years of experience skilled in Spring Boot, Microservices, Java.",Software Engineer
